S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine (liters),Power,Seats,New_Price,Price,updated_price
5495,Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,2015,26000,Diesel,Automatic,First,17.01,1.582,126.2,5.0,,12.65,15173.32
5496,Hyundai Grand i10 Magna,Delhi,2016,22129,Petrol,Manual,First,18.9,1.197,82.0,5.0,,4.25,5097.76
5497,Maruti Ritz VDi,Hyderabad,2011,127887,Diesel,Manual,First,21.1,1.248,73.9,5.0,,2.95,3538.44
5498,Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,92000,Diesel,Manual,First,10.5,2.179,120.0,8.0,,3.45,4138.18
5499,Hyundai i10 Era,Hyderabad,2011,60634,Petrol,Manual,First,19.81,1.086,68.05,5.0,,3.3,3958.26
5500,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,90000,Diesel,Manual,First,14.0,2.179,138.1,7.0,,8.0,9595.78
5501,Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,59000,Petrol,Manual,First,13.5,1.799,130.0,5.0,,2.71,3250.57
5502,Maruti Zen Estilo LXI BSIII,Hyderabad,2012,59293,Petrol,Manual,First,18.2,0.998,67.1,5.0,,2.7,3238.58
5503,Maruti Swift Dzire VDI,Mumbai,2012,80753,Diesel,Manual,Second,23.4,1.248,74.0,5.0,,4.5,5397.63
5504,Toyota Fortuner 4x2 Manual,Delhi,2015,40000,Diesel,Manual,Second,13.0,2.982,168.5,7.0,,18.75,22490.1
5505,Maruti Swift VDI,Pune,2014,103000,Diesel,Manual,Second,28.4,1.248,74.0,5.0,,5.25,6297.23
5506,Maruti Wagon R Duo LX BSIII,Hyderabad,2012,72389,LPG,Manual,First,39.3,0.998,58.2,5.0,,3.2,3838.31
5507,Maruti Dzire LDI,Pune,2017,48000,Diesel,Manual,First,28.4,1.248,73.75,5.0,7.91,6.0,9487.83
5508,Hyundai Grand i10 Asta,Kolkata,2014,41000,Petrol,Manual,First,18.9,1.197,82.0,5.0,,3.14,3766.34
5509,Renault KWID RXL,Jaipur,2016,26000,Petrol,Manual,First,25.17,0.799,53.3,5.0,3.96,2.55,4749.91
5510,Tata Indigo CS eGLX BS IV,Jaipur,2012,30000,Petrol,Manual,Second,15.64,1.193,64.08,5.0,,2.3,2758.79
5511,Ford Figo Diesel Titanium,Hyderabad,2014,74624,Diesel,Manual,First,20.0,1.399,68.05,5.0,,5.65,6777.02
5512,Porsche Cayenne 2009-2014 Diesel,Kochi,2015,47877,Diesel,Automatic,First,15.15,2.967,240.0,5.0,,48.22,57838.55
5513,Maruti Alto K10 VXI,Jaipur,2016,35000,Petrol,Manual,First,24.07,0.998,67.1,5.0,4.24,3.0,5085.76
5514,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2015,52123,Diesel,Manual,First,20.34,1.498,103.2,5.0,,7.5,8996.04
5515,Mahindra Scorpio 2.6 SLX CRDe,Bangalore,2005,90000,Diesel,Manual,First,10.5,2.179,120.0,8.0,,2.6,3118.63
5516,BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,Diesel,Automatic,First,18.56,1.995,190.0,5.0,70.55,61.25,84622.77
5517,Honda City 1.5 V MT,Chennai,2009,122000,Petrol,Manual,Second,17.0,1.497,118.0,5.0,,3.5,4198.15
5518,Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.44,1.998,189.08,4.0,39.27,28.95,47103.27
5519,Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,Diesel,Automatic,First,13.5,2.477,175.56,6.0,,15.0,17992.08
5520,Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,19.3,1.248,73.9,5.0,,4.25,5097.76
5521,Bentley Continental Flying Spur,Hyderabad,2006,48000,Petrol,Automatic,First,8.6,5.998,552.0,4.0,,59.0,70768.86
5522,Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,20.77,1.248,88.76,7.0,,6.6,7916.52
5523,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2.494,102.0,7.0,,5.2,6237.26
5524,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,Petrol,Manual,First,11.7,1.796,178.0,5.0,,10.0,11994.72
5525,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,Diesel,Automatic,First,14.84,2.143,167.62,5.0,,35.0,41981.53
5526,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,Diesel,Manual,First,22.7,1.498,89.84,5.0,,8.75,10495.38
5527,Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1.197,78.9,5.0,6.41,4.57,7688.62
5528,Hyundai i10 Magna 1.2,Delhi,2012,62000,Petrol,Manual,First,20.36,1.197,78.9,5.0,,2.5,2998.68
5529,Hyundai Santro LP - Euro II,Chennai,2005,105000,Petrol,Manual,First,0.0,0.999,0.0,5.0,,1.75,2099.08
5530,Land Rover Freelander 2 SE,Kochi,2014,59885,Diesel,Automatic,First,12.39,2.179,147.51,5.0,,20.11,24121.39
5531,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,Diesel,Manual,First,12.8,2.494,102.0,8.0,,7.8,9355.88
5532,Hyundai i20 1.2 Magna,Coimbatore,2011,63991,Petrol,Manual,First,18.5,1.197,80.0,5.0,,3.61,4330.09
5533,Hyundai Santro Xing XO eRLX Euro II,Pune,2007,72000,Petrol,Manual,Second,17.0,1.086,0.0,5.0,,1.11,1331.41
5534,Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1.198,75.94,5.0,9.47,4.6,11359.0
5535,BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,Diesel,Automatic,First,15.87,2.993,308.43,5.0,,85.0,101955.14
5536,Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,16.8,1.497,118.0,5.0,,5.25,6297.23
5537,Honda Amaze E i-Dtech,Delhi,2013,45000,Diesel,Manual,Second,25.8,1.498,98.6,5.0,,3.3,3958.26
5538,Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Diesel,Manual,Second,11.5,2.982,171.0,7.0,,17.75,21290.63
5539,Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,Diesel,Automatic,First,12.97,2.179,187.7,5.0,,35.0,41981.53
5540,Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,Diesel,Manual,First,19.67,1.582,126.2,5.0,,13.39,16060.93
5541,Chevrolet Beat Diesel LT,Chennai,2012,81000,Diesel,Manual,First,25.44,0.936,56.3,5.0,,2.5,2998.68
5542,Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,11.36,2.755,171.5,7.0,20.74,18.36,24877.05
5543,Maruti Swift Dzire VDI,Jaipur,2015,68310,Diesel,Manual,First,23.4,1.248,74.0,5.0,,5.95,7136.86
5544,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,Second,19.67,1.582,126.2,5.0,,11.0,13194.19
5545,Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,12.65,2.993,255.0,5.0,,64.75,77665.83
5546,Honda Amaze VX i-DTEC,Hyderabad,2017,128000,Diesel,Manual,First,25.8,1.498,98.6,5.0,,6.3,7556.68
5547,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,15.29,1.591,121.3,5.0,,11.94,14321.7
5548,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,Petrol,Automatic,First,18.19,1.197,103.5,5.0,,5.95,7136.86
5549,Honda City i DTec VX,Ahmedabad,2017,37000,Diesel,Manual,First,26.0,1.498,98.6,5.0,,11.0,13194.19
5550,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,Petrol,Manual,First,15.29,1.591,121.3,5.0,,12.53,15029.39
5551,Ford Figo Diesel Titanium,Bangalore,2012,32510,Diesel,Manual,Second,20.0,1.399,68.0,5.0,,3.75,4498.02
5552,BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,Diesel,Automatic,First,14.69,2.993,258.0,5.0,,27.0,32385.75
5553,Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,Diesel,Manual,First,10.5,2.835,107.2,6.0,,9.95,11934.75
5554,Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,Diesel,Manual,First,19.87,1.461,83.8,5.0,,4.2,5037.78
5555,Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,21.1,1.197,85.8,5.0,,2.0,2398.94
5556,Hyundai Grand i10 Sportz,Kolkata,2013,28000,Petrol,Manual,First,18.9,1.197,82.0,5.0,,3.25,3898.28
5557,Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,Diesel,Automatic,First,17.9,2.143,136.0,5.0,,34.0,40782.06
5558,BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1.995,190.0,5.0,71.82,30.37,86146.1
5559,Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,Petrol,Automatic,First,13.0,1.591,121.3,5.0,,12.6,15113.35
5560,Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,25.17,0.799,53.3,5.0,4.78,5.09,5733.48
5561,Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,Diesel,Automatic,First,14.94,2.967,241.4,5.0,,24.5,29387.07
5562,Maruti Ciaz VDI SHVS,Kochi,2018,17804,Diesel,Manual,Second,28.09,1.248,88.5,5.0,,7.97,9559.79
5563,Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,16.0,1.198,90.0,5.0,,2.9,3478.47
5564,BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,22.69,1.995,190.0,5.0,54.43,21.33,65287.27
5565,Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1.582,126.32,5.0,,6.5,7796.57
5566,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,Diesel,Manual,First,21.38,1.396,88.7,5.0,,12.15,14573.59
5567,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,Petrol,Manual,First,15.04,1.598,103.2,5.0,,4.25,5097.76
5568,BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1.995,190.0,5.0,55.07,35.84,66054.94
5569,Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1.997,152.0,5.0,33.51,3.0,40194.31
5570,Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,19.72,1.461,108.45,5.0,15.94,6.75,19119.59
5571,Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,18.6,1.197,81.83,5.0,,5.65,6777.02
5572,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Diesel,Automatic,Second,16.96,1.968,138.03,5.0,,7.5,8996.04
5573,Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,Diesel,Manual,First,19.67,1.582,126.2,5.0,,13.34,16000.96
5574,Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,Diesel,Manual,First,28.09,1.248,88.5,5.0,,7.9,9475.83
5575,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,Diesel,Manual,First,22.54,1.396,88.73,5.0,,6.98,8372.32
5576,Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,Petrol,Manual,First,17.01,1.591,121.3,5.0,,5.75,6896.97
5577,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,22.07,1.199,73.9,5.0,,2.65,3178.6
5578,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,Diesel,Manual,First,22.07,1.199,73.9,5.0,,2.49,2986.69
5579,Maruti SX4 Vxi BSIII,Pune,2007,68553,Petrol,Manual,Second,15.0,1.586,104.68,5.0,,1.5,1799.21
5580,Honda Mobilio RS Option i DTEC,Kochi,2016,67376,Diesel,Manual,First,24.5,1.498,98.6,7.0,,6.5,7796.57
5581,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,Diesel,Manual,First,19.64,1.461,108.45,5.0,,8.0,9595.78
5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2.755,174.5,7.0,34.45,30.85,41321.82
5583,Volvo XC60 D4 SUMMUM,Kochi,2014,93144,Diesel,Automatic,First,14.7,1.984,181.0,5.0,,17.15,20570.95
5584,Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,23.1,0.998,67.04,5.0,,4.55,5457.6
5585,Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1.248,88.5,5.0,,7.4,8876.09
5586,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,Diesel,Automatic,First,12.8,1.968,167.6,5.0,,25.64,30754.47
5587,BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1.995,184.0,5.0,,13.5,16192.88
5588,Ford Figo Petrol ZXI,Bangalore,2013,38000,Petrol,Manual,First,15.6,1.196,70.0,5.0,,3.55,4258.13
5589,Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1.582,126.2,5.0,,15.0,17992.08
5590,Hyundai Verna 1.6 i ABS,Pune,2007,80000,Petrol,Manual,Second,13.9,1.599,103.2,5.0,,1.95,2338.97
5591,Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,13.5,1.799,130.0,5.0,,2.3,2758.79
5592,Toyota Fortuner 4x4 MT,Chennai,2013,123000,Diesel,Manual,Second,12.55,2.982,168.5,7.0,,15.0,17992.08
5593,Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,20.36,1.197,78.9,5.0,,3.15,3778.34
5594,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,Diesel,Manual,First,21.64,1.461,84.8,5.0,,5.0,5997.36
5595,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Diesel,Automatic,Second,18.12,1.995,190.0,5.0,,24.75,29686.94
5596,Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Diesel,Manual,Second,16.52,1.991,123.7,5.0,,2.6,3118.63
5597,Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1.197,78.9,5.0,,3.75,4498.02
5598,Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1.896,106.0,5.0,,4.85,5817.44
5599,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,Diesel,Automatic,First,10.0,2.148,170.0,5.0,,27.0,32385.75
5600,Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,25.8,1.498,98.6,5.0,,3.0,3598.42
5601,BMW X1 xDrive 20d xLine,Delhi,2017,23000,Diesel,Automatic,First,20.68,1.995,190.0,5.0,,28.75,34484.83
5602,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,Diesel,Manual,First,12.99,2.494,100.6,8.0,,14.49,17380.35
5603,Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,Diesel,Automatic,First,7.5,4.806,394.3,4.0,,72.0,86362.0
5604,Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71,1.461,84.8,5.0,11.48,4.0,13769.94
5605,Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59,1.248,74.0,5.0,,4.5,5397.63
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.5,1.197,81.8,5.0,6.8,6.25,8156.41
5607,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Diesel,Automatic,Second,16.96,1.968,138.03,5.0,,11.5,13793.93
5608,Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Petrol,Manual,Third,9.8,2.354,180.0,5.0,,3.1,3718.36
5609,Honda City i VTEC V,Mumbai,2018,5000,Petrol,Manual,First,17.8,1.497,117.3,5.0,,10.11,12126.66
5610,Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,17.01,1.591,121.3,5.0,,11.54,13841.91
5611,Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,18.9,0.998,67.1,5.0,,1.0,1199.47
5612,Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Diesel,Manual,Second,23.4,1.248,74.0,5.0,,2.5,2998.68
5613,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,Petrol,Automatic,First,9.74,1.984,208.0,5.0,,18.0,21590.5
5614,Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,Diesel,Manual,First,23.59,1.364,67.04,5.0,,6.85,8216.38
5615,Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,Petrol,Manual,First,19.81,1.086,68.05,5.0,,2.97,3562.43
5616,Hyundai Verna 1.6 VTVT,Pune,2013,70000,Petrol,Manual,First,17.01,1.591,121.3,5.0,,4.75,5697.49
5617,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,Diesel,Manual,First,20.14,1.498,88.8,5.0,,7.38,8852.11
5618,BMW 5 Series 520d Sport Line,Delhi,2017,16485,Diesel,Automatic,First,22.48,1.995,187.74,5.0,,42.75,51277.44
5619,Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,77332,Diesel,Manual,Second,23.0,1.396,90.0,5.0,,3.65,4378.07
5620,Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,First,18.9,1.197,82.0,5.0,,5.99,7184.84
5621,Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,Diesel,Automatic,First,11.5,2.982,169.0,7.0,,13.5,16192.88
5622,Maruti Baleno Zeta Automatic,Chennai,2016,35129,Petrol,Automatic,First,21.4,1.197,83.1,5.0,,7.0,8396.31
5623,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,Petrol,Automatic,First,13.0,1.591,121.3,5.0,,10.95,13134.22
5624,Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,20.36,1.197,78.9,5.0,,2.95,3538.44
5625,Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1.047,69.0,5.0,7.15,5.5,8576.23
5626,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.67,1.798,177.46,5.0,33.36,17.08,40014.39
5627,Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1.248,74.0,5.0,,6.85,8216.38
5628,Honda CR-V 2.0 AT,Jaipur,2014,112827,Petrol,Automatic,First,13.1,1.997,141.1,5.0,,10.5,12594.46
5629,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,Diesel,Manual,First,12.8,2.494,102.0,8.0,,8.75,10495.38
5630,Honda City 1.5 V MT,Kolkata,2010,60000,Petrol,Manual,First,17.0,1.497,118.0,5.0,,2.7,3238.58
5631,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17.0,1.591,121.3,5.0,13.7,4.25,16432.77
5632,Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.59,1.364,67.04,5.0,10.63,7.9,12750.39
5633,Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Petrol,Automatic,Second,13.7,1.798,157.75,5.0,,4.5,5397.63
5634,Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,Diesel,Manual,First,21.64,1.461,84.8,5.0,,4.0,4797.89
5635,Honda City 1.5 V MT Exclusive,Delhi,2012,42000,Petrol,Manual,First,17.0,1.497,118.0,5.0,,4.75,5697.49
5636,Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,Diesel,Manual,First,22.54,1.396,88.76,5.0,,7.65,9175.96
5637,Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Petrol,Manual,Second,17.4,1.599,104.0,5.0,,3.47,4162.17
5638,Honda Amaze S i-Vtech,Kochi,2016,39854,Petrol,Manual,First,18.0,1.198,86.7,5.0,,5.64,6765.02
5639,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,Petrol,Manual,First,16.47,1.198,73.9,5.0,,2.95,3538.44
5640,Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,22.9,1.248,74.0,5.0,,5.65,6777.02
5641,Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,11.4,2.953,153.86,7.0,,8.41,10087.56
5642,Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,15.4,1.59,94.0,5.0,,0.85,1019.55
5643,Maruti Wagon R LX,Pune,2003,125000,Petrol,Manual,Second,18.9,0.998,67.1,5.0,,0.8,959.58
5644,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1.498,88.0,5.0,10.32,5.65,12378.55
5645,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,Petrol,Manual,First,17.1,1.591,121.3,5.0,,4.5,5397.63
5646,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,28.09,1.248,88.5,5.0,,6.9,8276.36
5647,Toyota Qualis Fleet A3,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,0.0,2.446,0.0,8.0,,2.2,2638.84
5648,Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,Diesel,Manual,First,21.64,1.461,84.8,5.0,,4.0,4797.89
5649,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,Petrol,Manual,First,15.0,1.598,103.52,5.0,,5.6,6717.04
5650,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1,1.196,73.0,7.0,4.43,2.2,5313.66
5651,Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,Petrol,Manual,First,15.0,1.598,103.5,5.0,,4.0,4797.89
5652,Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Diesel,Manual,Second,12.55,2.982,168.5,7.0,,16.0,19191.56
5653,Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,Diesel,Manual,First,19.67,1.582,126.2,5.0,,12.6,15113.35
5654,Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,Petrol,Manual,First,18.5,1.197,82.9,5.0,,4.79,5745.47
5655,Maruti Wagon R LXI CNG,Mumbai,2015,22001,CNG,Manual,First,39.900000000000006,0.998,58.16,5.0,,3.65,4378.07
5656,Honda City i DTEC V,Kochi,2016,84580,Diesel,Manual,First,26.0,1.498,98.6,5.0,,6.83,8192.4
5657,Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,16.1,0.796,37.0,4.0,,0.51,611.73
5658,Ford Ikon 1.3 Flair,Pune,2006,85000,Petrol,Manual,Second,13.8,1.299,70.0,5.0,,0.69,827.64
5659,Maruti Swift Dzire LXI,Delhi,2015,24296,Petrol,Manual,First,20.85,1.197,83.14,5.0,,4.65,5577.55
5660,Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,16.8,1.497,116.3,5.0,,6.49,7784.57
5661,Hyundai Verna CRDi,Chennai,2009,64514,Diesel,Manual,First,16.8,1.493,110.0,5.0,,2.9,3478.47
5662,Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,Petrol,Manual,First,17.01,1.591,121.3,5.0,,7.4,8876.09
5663,Renault KWID RXT,Bangalore,2016,41000,Petrol,Manual,Second,25.17,0.799,53.3,5.0,,3.25,3898.28
5664,Maruti Wagon R LXI,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9,0.998,67.1,5.0,,1.95,2338.97
5665,Hyundai Grand i10 Sportz,Jaipur,2015,53000,Petrol,Manual,Second,18.9,1.197,82.0,5.0,,4.0,4797.89
5666,Hyundai i20 1.2 Asta,Delhi,2017,9000,Petrol,Manual,First,18.6,1.197,81.83,5.0,,6.85,8216.38
5667,Honda Amaze S i-Vtech,Coimbatore,2015,53497,Petrol,Manual,First,18.0,1.198,86.7,5.0,,5.45,6537.12
5668,Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,Diesel,Manual,First,17.8,1.399,68.0,5.0,,1.99,2386.95
5669,Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,Diesel,Automatic,First,19.08,1.582,126.32,5.0,,8.99,10783.26
5670,Toyota Etios VD SP,Kolkata,2014,45155,Diesel,Manual,First,23.59,1.364,67.04,5.0,,6.5,7796.57
5671,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,Petrol,Automatic,First,19.0,1.199,88.7,5.0,,9.27,11119.11
5672,Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,60000,Diesel,Manual,First,23.9,1.582,126.2,5.0,,6.99,8384.31
5673,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,15976,Diesel,Automatic,First,17.9,2.143,136.0,5.0,,36.76,44092.6
5674,Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,30523,Petrol,Automatic,First,14.7,1.798,177.5,5.0,,17.08,20486.99
5675,Chevrolet Beat Diesel LS,Kolkata,2013,26300,Diesel,Manual,First,25.44,0.936,57.6,5.0,,2.8,3358.52
5676,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,Diesel,Manual,First,22.07,1.199,73.9,5.0,,2.49,2986.69
5677,Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,Diesel,Manual,First,23.65,1.248,88.5,5.0,,8.85,10615.33
5678,Honda City V MT,Ahmedabad,2011,46000,Petrol,Manual,First,16.8,1.497,116.3,5.0,,4.15,4977.81
5679,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,20.64,1.498,108.5,5.0,14.2,10.0,17032.51
5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,18.9,1.197,81.86,5.0,6.54,4.75,7844.55
5681,Renault KWID AMT RXL,Jaipur,2017,33000,Petrol,Automatic,First,24.04,0.999,67.0,5.0,,3.2,3838.31
5682,Maruti Alto 800 LXI,Kochi,2017,27718,Petrol,Manual,First,22.74,0.796,47.3,5.0,,3.28,3934.27
5683,Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,Petrol,Manual,First,15.8,1.499,110.0,5.0,,7.5,8996.04
5684,Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.4,1.197,83.1,5.0,8.71,7.39,10447.4
5685,Maruti Ritz VDi,Pune,2013,77000,Diesel,Manual,First,23.2,1.248,73.94,5.0,,3.65,4378.07
5686,Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,Diesel,Automatic,First,11.0,2.987,198.5,5.0,,11.0,13194.19
5687,Maruti Ritz VDi,Kolkata,2012,97000,Diesel,Manual,First,23.2,1.248,73.94,5.0,,3.0,3598.42
5688,Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,25.44,0.936,57.6,5.0,,2.25,2698.81
5689,Maruti SX4 Vxi BSIV,Kochi,2010,69918,Petrol,Manual,First,15.5,1.586,103.3,5.0,,2.83,3394.51
